Station_ID,Station_Name,Line,Boro,2014,2015,2016,2017,2018,2019,2018-2019 Change,,2019 Rank
1,Astor Pl,6,Manhattan,"17,803","17,274","16,806","16,377","16,031","17,180","+1,149",+7.2%,84
2,Canal St,"J,N,Q,R,W,Z,6",Manhattan,"44,362","44,409","45,030","47,601","47,034","47,629",+595,+1.3%,16
3,50th St,1,Manhattan,"27,251","26,927","26,362","25,932","26,268","26,712",+444,+1.7%,39
4,Bergen St,"2,3",Brooklyn,"3,923","3,823","3,884","3,853","3,653","3,857",+204,+5.6%,334
5,Pennsylvania Ave,3,Brooklyn,"5,718","6,997","2,485","3,503","4,331","4,493",+162,+3.8%,310
6,238th St,1,Bronx,"3,934","4,068","4,350","4,370","3,225","3,998",+773,+24.0%,329
7,Cathedral Pkwy (110th St),1,Manhattan,"13,630","13,444","12,926","12,394","12,526","11,826",-700,-5.6%,133
8,Kingston - Throop Aves,C,Brooklyn,"5,968","6,210","6,350","6,564","6,585","6,643",+58,+0.9%,233
9,65th St,"M,R",Queens,"3,647","3,762","3,747","3,621","3,601","3,554",-47,-1.3%,348
10,36th St,"M,R",Queens,"4,597","4,733","4,776","4,786","5,177","4,725",-452,-8.7%,300
11,Delancey St - Essex St,"F,J,Z",Manhattan,"24,154","24,902","25,625","24,993","24,562","26,685","+2,123",+8.6%,40
12,Van Siclen Ave,"J,Z",Brooklyn,"2,940","3,004","3,067","2,900","2,678","2,614",-64,-2.4%,384
13,Norwood Ave,"J,Z",Brooklyn,"3,603","3,639","3,613","3,437","3,190","3,156",-34,-1.1%,369
14,104th-102nd Sts,"J,Z",Brooklyn,"2,659","2,710","2,758","1,727","1,587","2,727","+1,140",+71.9%,380
15,DeKalb Ave,"B,Q,R",Brooklyn,"17,350","17,889","18,774","21,230","22,069","22,000",-69,-0.3%,59
16,Beach 105th St,"A,S",Queens,260,305,289,278,261,243,-18,-6.8%,424
17,Beach 90th St,"A,S",Queens,563,608,579,531,481,478,-3,-0.7%,422
18,Freeman St,"2,5",Bronx,"4,867","4,899","5,055","4,984","4,451","4,387",-64,-1.4%,316
19,Intervale Ave,"2,5",Bronx,"3,571","3,472","3,423","3,377","3,130","3,140",+10,+0.3%,371
20,182nd-183rd Sts,"B,D",Bronx,"4,813","5,020","5,177","4,990","4,752","4,773",+21,+0.4%,297
21,174th-175th Sts,"B,D",Bronx,"5,301","5,312","5,519","5,475","3,221","4,869","+1,648",+51.1%,292
22,167th St,"B,D",Bronx,"9,906","10,166","10,439","10,223","6,342","8,542","+2,200",+34.7%,183
23,Mets - Willets Point,7,Queens,"4,555","5,244","5,367","5,028","4,606","4,973",+367,+8.0%,288
24,Junction Blvd,7,Queens,"21,116","21,557","22,051","21,751","21,100","21,149",+49,+0.2%,64
25,Flushing - Main St,7,Queens,"60,252","60,226","60,259","58,511","55,669","56,503",+834,+1.5%,13
26,Buhre Ave,6,Bronx,"2,155","2,237","3,568","3,701","3,744","3,898",+154,+4.1%,333
27,3rd Ave - 138th St,6,Bronx,"7,951","7,994","8,008","8,114","7,801","8,100",+299,+3.8%,189
28,Castle Hill Ave,6,Bronx,"4,938","7,174","6,895","6,756","6,483","6,435",-48,-0.7%,240
29,Brooklyn Bridge - City Hall / Chambers St,"4,5,6,J,Z",Manhattan,"37,160","35,858","34,352","31,804","30,932","30,961",+29,+0.1%,31
30,Zerega Ave,6,Bronx,"2,012","1,647","2,629","2,664","2,629","2,676",+47,+1.8%,381
31,Grand Central - 42nd St,"S,4,5,6,7",Manhattan,"157,899","160,294","158,580","154,711","155,345","157,273","+1,928",+1.2%,2
32,33rd St,6,Manhattan,"32,863","32,809","32,153","30,040","32,608","30,368","-2,240",-6.9%,32
33,96th St,6,Manhattan,"26,529","28,060","26,939","18,983","17,447","17,432",-15,-0.1%,82
34,77th St,6,Manhattan,"37,521","36,797","36,103","27,584","25,369","25,996",+627,+2.5%,43
35,Chauncey St,"J,Z",Brooklyn,"3,050","3,200","3,360","3,408","3,387","3,246",-141,-4.2%,361
36,Union St,R,Brooklyn,"6,415","6,599","6,512","6,395","6,835","7,375",+540,+7.9%,207
37,Elmhurst Ave,"M,R",Queens,"13,568","13,588","13,508","12,967","12,463","12,362",-101,-0.8%,127
38,Ralph Ave,C,Brooklyn,"5,570","5,796","5,801","5,936","5,768","5,730",-38,-0.7%,261
39,Pelham Pkwy,"2,5",Bronx,"9,688","9,774","9,441","9,173","8,472","8,463",-9,-0.1%,187
40,Gun Hill Rd,"2,5",Bronx,"7,752","7,790","7,714","7,639","6,930","7,022",+92,+1.3%,218
41,Nereid Ave (238 St),"2,5",Bronx,"3,850","3,817","3,753","3,631","3,437","3,394",-43,-1.2%,354
42,Franklin Ave,"C,S",Brooklyn,"6,492","6,468","6,289","6,333","6,358","6,234",-124,-1.9%,246
43,Simpson St,"2,5",Bronx,"9,948","9,981","9,680","9,446","8,477","8,257",-220,-2.6%,188
44,Bronx Park East,"2,5",Bronx,"3,005","2,868","2,785","2,676","2,498","2,526",+28,+1.1%,387
45,Winthrop St,"2,5",Brooklyn,"7,720","7,541","7,272","7,317","7,262","6,499",-763,-10.5%,239
46,Van Siclen Ave,C,Brooklyn,"3,050","3,202","3,224","3,259","3,021","2,920",-101,-3.3%,374
47,149th St - Grand Concourse,"2,4,5",Bronx,"14,576","14,465","14,460","14,063","13,081","12,960",-121,-0.9%,120
48,161st St - Yankee Stadium,"B,D,4",Bronx,"27,541","27,020","26,947","26,674","26,034","25,642",-392,-1.5%,44
49,Lexington Ave - 59th St,"4,5,6,N,R,W",Manhattan,"69,332","68,988","67,684","58,467","55,608","54,907",-701,-1.3%,14
50,E 149th St,6,Bronx,"4,619","4,647","4,861","4,899","4,842","4,821",-21,-0.4%,293
51,Morrison Av - Soundview,6,Bronx,"6,669","6,628","6,755","6,742","6,361","6,341",-20,-0.3%,243
52,Whitlock Ave,6,Bronx,"1,707","1,737","1,830","1,905","1,894","1,907",+13,+0.7%,403
53,St Lawrence Ave,6,Bronx,"4,099","4,185","4,187","4,196","4,040","4,077",+37,+0.9%,327
54,Woodside - 61st St,7,Queens,"16,807","17,007","17,236","16,945","16,501","16,684",+183,+1.1%,87
55,Far Rockaway - Mott Ave,A,Queens,"4,748","4,989","5,009","4,738","4,435","4,388",-47,-1.1%,315
56,72nd St,"B,C",Manhattan,"9,361","9,443","9,448","8,803","4,472","8,651","+4,179",+93.4%,179
57,96th St,"B,C",Manhattan,"10,203","10,365","10,425","9,733","9,924","10,059",+135,+1.4%,161
58,168th St,"A,C,1",Manhattan,"25,659","25,845","25,879","25,589","26,138","20,079","-6,059",-23.2%,67
59,Kingsbridge Rd,"B,D",Bronx,"7,975","8,006","8,144","8,237","7,922","7,957",+35,+0.4%,192
60,42nd St - Bryant Pk / 5 Av,"B,D,F,M,7",Manhattan,"54,289","55,400","57,793","57,395","55,872","58,339","+2,467",+4.4%,12
61,Prospect Park,"B,Q,S",Brooklyn,"9,715","10,033","9,995","10,234","10,059","10,152",+93,+0.9%,158
62,55th St,D,Brooklyn,"1,981","2,002","2,223","2,106","2,185","2,141",-44,-2.0%,397
63,Jamaica - Van Wyck,E,Queens,"5,121","5,092","5,022","4,972","4,717","4,561",-156,-3.3%,306
64,Kew Gardens - Union Tpke,E,Queens,"27,693","27,558","27,085","26,493","25,536","25,235",-301,-1.2%,46
65,Sutphin Blvd - Archer Av - JFK Airport,"E,J,Z",Queens,"23,747","24,349","24,796","23,843","23,388","23,891",+503,+2.2%,50
66,Court Sq - 23rd St,"E,G,M,7",Queens,"22,433","22,717","23,317","23,672","23,995","23,600",-395,-1.6%,53
67,67th Ave,"M,R",Queens,"9,544","9,548","9,479","9,181","8,774","8,881",+107,+1.2%,174
68,Grand Ave - Newtown,"M,R",Queens,"18,413","18,955","19,373","18,754","18,489","18,531",+42,+0.2%,76
69,Ditmas Ave,F,Brooklyn,"4,622","3,386","3,524","3,849","3,904","3,947",+43,+1.1%,331
70,Classon Ave,G,Brooklyn,"4,601","4,966","4,996","5,106","5,301","5,453",+152,+2.9%,275
71,Broadway,G,Brooklyn,"3,500","4,011","4,340","4,452","4,467","4,639",+172,+3.8%,304
72,Lorimer St / Metropolitan Av,"L,G",Brooklyn,"14,573","15,131","15,082","14,752","14,299","13,985",-314,-2.2%,111
73,Sutter Ave,L,Brooklyn,"4,675","4,727","4,688","4,471","4,029","3,446",-583,-14.5%,352
74,Wilson Ave,L,Brooklyn,"4,248","4,437","3,812","4,564","4,468","4,292",-176,-3.9%,319
75,Halsey St,J,Brooklyn,"6,174","6,410","6,490","6,616","6,579","6,522",-57,-0.9%,237
76,Lorimer St,"J,M",Brooklyn,"4,836","5,070","5,138","5,161","4,837","5,216",+379,+7.8%,280
77,8th Ave,N,Brooklyn,"11,341","11,430","14,201","12,514","11,474","11,608",+134,+1.2%,135
78,36th Ave,"N,W",Queens,"7,577","7,447","7,347","5,525","5,073","6,602","+1,529",+30.1%,235
79,Broadway,"N,W",Queens,"13,515","13,236","12,957","13,242","8,473","10,195","+1,722",+20.3%,157
80,Times Sq - 42nd St / 42nd St - Port Authority Bus Term,"A,C,E,N,Q,R,W,S,1,2,3,7",Manhattan,"204,908","206,247","202,363","203,545","204,017","205,159","+1,142",+0.6%,1
81,Grand Central - 42nd St,,,,,,,,,,,
82,Park Pl,S,Brooklyn,"1,968","1,922","1,850","1,818","1,725","1,676",-49,-2.8%,408
83,111th St,A,Queens,"2,815","2,727","1,947","2,571","2,596","2,620",+24,+0.9%,383
84,W 4th St - Washington Sq,"A,B,C,D,E,F,M",Manhattan,"41,968","42,760","42,755","41,835","40,666","41,938","+1,272",+3.1%,21
85,51st St,6,Manhattan,"70,606","70,686","69,750","66,118","64,499","66,260","+1,761",+2.7%,10
86,86th St,1,Manhattan,"20,221","20,145","19,757","18,882","19,325","18,221","-1,104",-5.7%,79
87,233rd St,"2,5",Bronx,"5,701","5,632","5,438","5,138","4,864","4,768",-96,-2.0%,298
88,66th St - Lincoln Ctr,1,Manhattan,"24,311","24,631","24,064","22,918","22,890","22,949",+59,+0.3%,56
89,Hunts Point Ave,6,Bronx,"10,111","10,484","10,651","10,646","10,460","10,510",+50,+0.5%,154
90,Canal St,1,Manhattan,"6,277","6,275","6,116","5,996","6,410","6,830",+420,+6.6%,225
91,Middletown Rd,6,Bronx,"2,273","2,726","2,066","2,102","2,036","2,061",+25,+1.2%,399
92,23rd St,6,Manhattan,"31,212","29,972","29,452","28,479","31,597","30,031","-1,566",-5.0%,33
93,Court Sq,,,,,,,,,,,
94,59th St - Columbus Circle,"A,B,C,D,1",Manhattan,"74,572","73,954","73,836","73,105","73,003","72,959",-44,-0.1%,8
95,Hunters Point Ave,7,Queens,"6,666","6,803","7,292","7,283","7,205","7,039",-166,-2.3%,217
96,23rd St,1,Manhattan,"15,542","15,451","15,062","14,763","15,470","14,824",-646,-4.2%,100
97,Houston St,1,Manhattan,"15,878","15,286","15,333","15,283","15,698","15,685",-13,-0.1%,92
98,104th St,A,Queens,"1,333","1,890","2,189","1,900","1,841","1,823",-18,-1.0%,405
99,Broad Channel,"A,S",Queens,251,310,313,302,285,313,+28,+9.9%,423
100,Ocean Pkwy,Q,Brooklyn,"3,124","3,203","3,211","3,251","3,199","3,242",+43,+1.3%,362
101,Vernon Blvd - Jackson Ave,7,Queens,"14,123","14,819","15,910","15,781","15,093","15,151",+58,+0.4%,96
